STATE,COUNTY,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Alaska,Copper River Census Area,2631,1410,1221,960,790,20,14,262,253,43,36,6,5,119,123,1069,906,42,46,343,335,64,52,11,9,1368,1179,937,768,20,12,250,239,42,36,6,3,113,121,1040,882,40,44,328,320,62,51,11,6,42,42,23,22,0,2,12,14,1,0,0,2,6,2,29,24,2,2,15,15,2,1,0,3
Alaska,Denali Borough,1621,881,740,669,563,63,17,58,58,41,59,0,1,50,42,716,601,72,31,90,81,50,66,3,3,841,719,633,548,61,17,56,54,41,59,0,1,50,40,680,584,70,30,88,76,50,66,3,3,40,21,36,15,2,0,2,4,0,0,0,0,0,2,36,17,2,1,2,5,0,0,0,0
Alaska,Dillingham Census Area,4642,2441,2201,439,332,25,12,1707,1631,22,23,9,3,239,200,654,523,59,40,1894,1774,56,46,19,18,2349,2088,403,290,25,11,1679,1588,20,22,9,3,213,174,595,456,53,32,1846,1717,53,43,17,14,92,113,36,42,0,1,28,43,2,1,0,0,26,26,59,67,6,8,48,57,3,3,2,4
Alaska,Fairbanks North Star Borough,94951,51094,43857,38755,32090,2891,2071,3916,3963,1572,1809,350,366,3610,3558,42031,35305,3880,3020,5761,5830,2717,2943,579,595,46468,39741,35257,28990,2563,1786,3630,3712,1466,1735,323,330,3229,3188,38185,31882,3421,2597,5271,5378,2513,2764,525,535,4626,4116,3498,3100,328,285,286,251,106,74,27,36,381,370,3846,3423,459,423,490,452,204,179,54,60
Alaska,Haines Borough,2104,1083,1021,851,785,12,7,98,97,8,42,0,0,114,90,956,871,33,25,176,153,29,59,4,4,1041,978,819,755,12,6,94,91,8,41,0,0,108,85,918,836,31,22,169,145,28,57,4,3,42,43,32,30,0,1,4,6,0,1,0,0,6,5,38,35,2,3,7,8,1,2,0,1
Alaska,Hoonah-Angoon Census Area,2312,1257,1055,629,512,45,8,456,384,10,19,4,2,113,130,731,633,70,33,540,482,23,29,8,8,1181,975,589,475,45,8,429,351,10,19,4,2,104,120,682,587,68,30,505,442,23,28,8,8,76,80,40,37,0,0,27,33,0,0,0,0,9,10,49,46,2,3,35,40,0,1,0,0
Alaska,Juneau City and Borough,31572,15980,15592,10903,10385,303,186,1890,1936,1087,1347,244,180,1553,1558,12171,11670,486,378,3026,3077,1647,1905,350,274,14812,14425,10191,9622,259,156,1667,1748,1062,1310,238,170,1395,1419,11320,10790,415,319,2685,2790,1586,1832,333,256,1168,1167,712,763,44,30,223,188,25,37,6,10,158,139,851,880,71,59,341,287,61,73,17,18
Alaska,Kenai Peninsula Borough,61259,32008,29251,26372,23909,361,240,2656,2384,461,736,126,87,2032,1895,28203,25642,604,453,4167,3789,957,1182,245,197,30490,27874,25293,22905,309,195,2510,2239,429,712,106,68,1843,1755,26954,24512,522,386,3879,3536,871,1134,215,172,1518,1377,1079,1004,52,45,146,145,32,24,20,19,189,140,1249,1130,82,67,288,253,86,48,30,25
Alaska,Ketchikan Gateway Borough,13677,7152,6525,4698,4219,98,63,977,931,674,616,27,25,678,671,5288,4829,166,122,1493,1437,842,769,78,70,6720,6153,4424,3971,86,57,906,876,666,611,26,23,612,615,4955,4533,140,107,1372,1339,822,752,74,63,432,372,274,248,12,6,71,55,8,5,1,2,66,56,333,296,26,15,121,98,20,17,4,7
Alaska,Kodiak Island Borough,12654,6699,5955,3687,2883,127,63,759,767,1527,1716,60,38,539,488,4147,3300,198,124,1134,1098,1706,1876,118,92,6086,5439,3288,2580,104,50,681,691,1476,1665,55,31,482,422,3695,2945,160,92,1019,978,1642,1806,105,74,613,516,399,303,23,13,78,76,51,51,5,7,57,66,452,355,38,32,115,120,64,70,13,18
Alaska,Kusilvak Census Area,7946,4209,3737,120,97,26,12,3909,3481,19,31,1,2,134,114,233,193,52,25,4005,3566,48,60,8,11,4178,3719,114,89,19,12,3893,3472,19,31,1,1,132,114,225,185,45,25,3987,3557,48,60,8,10,31,18,6,8,7,0,16,9,0,0,0,1,2,0,8,8,7,0,18,9,0,0,0,1
Alaska,Lake and Peninsula Borough,1315,681,634,187,130,12,4,383,382,13,25,4,5,82,88,259,213,35,18,435,440,34,42,4,11,653,617,177,120,12,4,368,375,13,25,4,5,79,88,247,203,33,18,419,433,32,42,4,11,28,17,10,10,0,0,15,7,0,0,0,0,3,0,12,10,2,0,16,7,2,0,0,0
Alaska,Matanuska-Susitna Borough,117613,61616,55997,50104,45063,961,790,4346,3840,880,1250,354,295,4971,4759,54722,49508,1879,1617,7636,7049,2307,2588,792,722,58091,52705,47585,42689,854,670,4029,3573,829,1192,317,270,4477,4311,51757,46736,1633,1365,6985,6488,2100,2397,692,642,3525,3292,2519,2374,107,120,317,267,51,58,37,25,494,448,2965,2772,246,252,651,561,207,191,100,80
Alaska,Nome Census Area,9836,5123,4713,743,616,64,54,3807,3583,120,93,10,8,379,359,1081,943,105,87,4120,3878,175,152,38,27,4996,4602,691,567,61,51,3754,3552,117,81,10,8,363,343,1015,881,99,80,4056,3834,166,134,36,25,127,111,52,49,3,3,53,31,3,12,0,0,16,16,66,62,6,7,64,44,9,18,2,2
Alaska,North Slope Borough,10663,6818,3845,3011,582,123,104,2904,2572,354,225,103,101,323,261,3282,812,185,143,3120,2754,441,298,145,133,6447,3629,2850,509,111,97,2743,2458,341,221,102,101,300,243,3103,722,167,132,2944,2632,422,287,139,129,371,216,161,73,12,7,161,114,13,4,1,0,23,18,179,90,18,11,176,122,19,11,6,4
Alaska,Northwest Arctic Borough,7134,3798,3336,416,255,59,56,3009,2749,33,49,15,9,266,218,657,449,96,88,3212,2918,81,93,39,25,3697,3243,382,225,41,45,2973,2727,32,43,15,9,254,194,613,399,73,69,3170,2877,75,81,37,22,101,93,34,30,18,11,36,22,1,6,0,0,12,24,44,50,23,19,42,41,6,12,2,3
Alaska,Petersburg Borough,3436,1840,1596,1323,1136,58,19,193,164,103,152,25,7,138,118,1439,1236,91,41,277,245,143,184,37,14,1726,1518,1240,1080,54,19,180,156,103,150,25,6,124,107,1346,1170,82,38,257,229,136,180,36,13,114,78,83,56,4,0,13,8,0,2,0,1,14,11,93,66,9,3,20,16,7,4,1,1
Alaska,Prince of Wales-Hyder Census Area,5746,3115,2631,1474,1169,41,16,1243,1125,29,56,22,12,306,253,1741,1384,104,57,1461,1321,96,111,54,27,2987,2511,1413,1115,37,12,1202,1077,28,56,22,12,285,239,1661,1319,91,47,1410,1265,90,109,50,26,128,120,61,54,4,4,41,48,1,0,0,0,21,14,80,65,13,10,51,56,6,2,4,1
Alaska,Sitka City and Borough,8355,4266,4089,2759,2624,74,53,657,597,369,383,14,14,393,418,3107,2986,141,117,938,905,472,487,45,49,3945,3815,2572,2483,68,44,588,551,351,363,14,14,352,360,2881,2797,120,94,846,824,441,449,44,42,321,274,187,141,6,9,69,46,18,20,0,0,41,58,226,189,21,23,92,81,31,38,1,7
Alaska,Skagway Municipality,1119,591,528,492,426,20,5,29,37,13,26,3,1,34,33,523,454,36,14,46,56,15,37,5,2,540,495,451,398,20,5,25,33,13,26,3,1,28,32,476,426,34,14,39,51,14,36,5,2,51,33,41,28,0,0,4,4,0,0,0,0,6,1,47,28,2,0,7,5,1,1,0,0
Alaska,Southeast Fairbanks Census Area,7313,4185,3128,3298,2320,114,56,457,338,85,156,24,55,207,203,3477,2500,165,97,590,474,131,200,45,73,3937,2907,3129,2183,102,50,434,321,83,155,12,23,177,175,3285,2337,144,82,554,443,118,191,26,40,248,221,169,137,12,6,23,17,2,1,12,32,30,28,192,163,21,15,36,31,13,9,19,33
Alaska,Wrangell City and Borough,2064,1072,992,702,630,14,14,179,162,39,43,1,1,137,142,827,753,35,42,278,258,62,78,10,8,1017,947,656,593,14,12,172,159,39,41,1,1,135,141,779,715,34,40,270,255,62,75,10,8,55,45,46,37,0,2,7,3,0,2,0,0,2,1,48,38,1,2,8,3,0,3,0,0
Alaska,Yakutat City and Borough,690,394,296,187,100,16,4,118,117,19,22,1,6,53,47,236,137,35,14,147,144,26,38,4,10,368,278,165,90,16,4,116,113,19,22,1,6,51,43,212,123,33,13,145,139,26,36,4,10,26,18,22,10,0,0,2,4,0,0,0,0,2,4,24,14,2,1,2,5,0,2,0,0
Alaska,Yukon-Koyukuk Census Area,5099,2750,2349,656,502,33,26,1770,1634,113,25,7,2,171,160,818,640,59,60,1897,1747,140,55,11,11,2680,2286,621,475,23,25,1752,1605,113,24,7,2,164,155,776,609,46,56,1876,1717,139,52,11,11,70,63,35,27,10,1,18,29,0,1,0,0,7,5,42,31,13,4,21,30,1,3,0,0
Arizona,Apache County,64800,31952,32848,7925,7494,322,228,22757,24256,278,298,32,20,638,552,8474,7964,632,483,23008,24471,420,426,82,76,29612,30727,6375,6209,275,178,22145,23590,257,275,28,13,532,462,6828,6596,546,408,22337,23753,385,390,71,62,2340,2121,1550,1285,47,50,612,666,21,23,4,7,106,90,1646,1368,86,75,671,718,35,36,11,14
Arizona,Cochise County,125773,63260,62513,55270,54728,3148,2351,1265,1091,1038,1868,277,237,2262,2238,57256,56710,3982,3190,2093,1907,1942,2752,528,509,41103,39950,35055,33947,2698,1964,586,477,919,1748,182,167,1663,1647,36528,35412,3343,2619,1093,992,1648,2450,368,358,22157,22563,20215,20781,450,387,679,614,119,120,95,70,599,591,20728,21298,639,571,1000,915,294,302,160,151
Arizona,Coconino County,145161,71597,73564,47411,47705,1169,1067,18872,20435,1496,1904,111,155,2538,2298,49690,49779,1963,1772,19874,21367,2473,2762,380,402,60078,62003,38301,38530,953,891,17346,18907,1388,1791,78,105,2012,1779,40108,40140,1621,1484,18029,19518,2242,2511,307,303,11519,11561,9110,9175,216,176,1526,1528,108,113,33,50,526,519,9582,9639,342,288,1845,1849,231,251,73,99
Arizona,Gila County,54073,27006,27067,21026,21015,307,210,4866,4997,192,279,55,45,560,521,21541,21488,449,348,5228,5341,269,351,88,74,21834,22193,16634,16846,222,144,4399,4582,165,254,38,29,376,338,16977,17150,324,242,4623,4794,229,306,64,48,5172,4874,4392,4169,85,66,467,415,27,25,17,16,184,183,4564,4338,125,106,605,547,40,45,24,26
Arizona,Graham County,40242,21707,18535,17887,15096,605,213,2568,2615,157,165,59,37,431,409,18266,15455,769,376,2763,2809,240,251,110,67,14286,13018,11113,10117,503,137,2246,2358,117,132,39,20,268,254,11338,10337,621,258,2347,2458,179,191,73,38,7421,5517,6774,4979,102,76,322,257,40,33,20,17,163,155,6928,5118,148,118,416,351,61,60,37,29
Arizona,Greenlee County,9410,4873,4537,4280,3970,130,93,261,245,43,107,11,6,148,116,4413,4077,192,143,338,299,59,119,22,15,2599,2376,2170,1962,114,73,178,176,37,97,7,5,93,63,2253,2020,154,102,224,201,46,103,17,13,2274,2161,2110,2008,16,20,83,69,6,10,4,1,55,53,2160,2057,38,41,114,98,13,16,5,2
Arizona,La Paz County,16992,8630,8362,6627,6205,149,94,1333,1509,164,198,36,27,321,329,6923,6509,267,207,1490,1691,215,235,58,49,6386,6148,5020,4656,114,63,879,1029,133,161,21,9,219,230,5218,4867,202,147,981,1145,168,191,38,28,2244,2214,1607,1549,35,31,454,480,31,37,15,18,102,99,1705,1642,65,60,509,546,47,44,20,21
Arizona,Maricopa County,4673096,2325728,2347368,1875511,1888569,168757,164124,67635,70464,125154,135749,7296,6946,81375,81516,1949362,1962661,204712,200103,88139,91336,158297,168544,13649,13499,1575128,1606591,1206396,1227463,148037,143384,37889,42057,117757,128413,4992,4846,60057,60428,1260966,1282596,175689,171024,49612,54338,143880,154124,9652,9734,750600,740777,669115,661106,20720,20740,29746,28407,7397,7336,2304,2100,21318,21088,688396,680065,29023,29079,38527,36998,14417,14420,3997,3765
Arizona,Mohave County,226479,114463,112016,103884,101364,2267,1439,3414,3445,1384,2168,314,322,3200,3278,106744,104322,3046,2245,5075,5114,2312,3103,599,620,92804,92662,84981,84454,1936,1187,2190,2358,1211,2014,218,226,2268,2423,87019,86654,2536,1830,3218,3461,1949,2772,428,461,21659,19354,18903,16910,331,252,1224,1087,173,154,96,96,932,855,19725,17668,510,415,1857,1653,363,331,171,159
Arizona,Navajo County,109516,54503,55013,28999,27899,721,476,22917,24653,421,509,127,79,1318,1397,30124,29107,1185,966,23635,25385,678,779,231,195,47707,49317,23902,23706,606,365,21757,23641,375,457,98,64,969,1084,24716,24636,974,773,22243,24157,582,688,176,162,6796,5696,5097,4193,115,111,1160,1012,46,52,29,15,349,313,5408,4471,211,193,1392,1228,96,91,55,33
Arizona,Pima County,1080149,534076,546073,443331,455885,27830,23356,23047,24233,19875,22610,1379,1477,18614,18512,460200,472704,34882,30285,29701,30942,27024,29663,2531,2669,337175,342855,269842,276237,23523,18772,12685,13908,18164,20833,922,900,12039,12205,280749,287356,28434,23616,15942,17383,23314,25949,1682,1708,196901,203218,173489,179648,4307,4584,10362,10325,1711,1777,457,577,6575,6307,179451,185348,6448,6669,13759,13559,3710,3714,849,961
Arizona,Pinal County,513862,264046,249816,212717,202876,18572,16463,16272,14150,5730,6350,1506,732,9249,9245,220900,211123,22495,20450,20127,17859,8587,9235,2349,1597,179958,175402,140465,139245,16451,14415,10557,9209,4904,5578,1276,489,6305,6466,145978,145013,19397,17398,12636,11336,7064,7767,1874,1111,84088,74414,72252,63631,2121,2048,5715,4941,826,772,230,243,2944,2779,74922,66110,3098,3052,7491,6523,1523,1468,475,486
Arizona,Santa Cruz County,50508,24587,25921,23266,24636,345,259,386,408,283,233,40,44,267,341,23506,24946,435,358,538,617,326,288,55,65,4584,4415,3961,3878,176,137,103,90,203,155,13,12,128,143,4071,4003,233,191,162,155,226,186,22,25,20003,21506,19305,20758,169,122,283,318,80,78,27,32,139,198,19435,20943,202,167,376,462,100,102,33,40
Arizona,Yavapai County,252013,124215,127798,114686,118198,1455,1155,2926,2808,1733,2197,221,207,3194,3233,117621,121197,2229,1915,4626,4592,2668,3127,502,490,102894,108203,95839,100907,1209,932,1746,1776,1514,2004,164,141,2422,2443,98075,103179,1841,1542,2909,3010,2304,2774,389,366,21321,19595,18847,17291,246,223,1180,1032,219,193,57,66,772,790,19546,18018,388,373,1717,1582,364,353,113,124
Arizona,Yuma County,220310,113466,106844,102107,97294,3625,2205,3002,2689,1842,2081,342,285,2548,2290,104392,99335,4443,2951,4163,3714,2798,2945,640,559,39422,35291,32891,29959,2656,1345,1137,996,1209,1549,130,114,1399,1328,34130,31139,3156,1819,1621,1463,1801,2110,288,266,74044,71553,69216,67335,969,860,1865,1693,633,532,212,171,1149,962,70262,68196,1287,1132,2542,2251,997,835,352,293
Arkansas,Arkansas County,16050,7804,8246,5617,5704,1892,2223,41,43,67,73,5,7,182,196,5794,5889,2007,2334,98,121,80,93,7,14,7393,7926,5294,5465,1838,2199,28,27,66,72,5,5,162,158,5453,5614,1942,2298,78,87,75,83,7,7,411,320,323,239,54,24,13,16,1,1,0,2,20,38,341,275,65,36,20,34,5,10,0,7
Arkansas,Ashley County,17984,8746,9238,6429,6579,2000,2364,94,80,29,36,14,7,180,172,6598,6739,2086,2451,165,153,60,62,22,12,8123,8658,5958,6127,1954,2317,41,41,19,27,2,2,149,144,6098,6259,2030,2396,95,98,44,49,8,5,623,580,471,452,46,47,53,39,10,9,12,5,31,28,500,480,56,55,70,55,16,13,14,7
Arkansas,Baxter County,43007,21033,21974,20072,21102,176,102,219,191,121,173,22,33,423,373,20480,21454,264,187,506,446,182,228,37,41,20342,21285,19514,20509,162,91,170,169,112,168,20,24,364,324,19868,20815,234,157,415,395,169,218,30,30,691,689,558,593,14,11,49,22,9,5,2,9,59,49,612,639,30,30,91,51,13,10,7,11
Arkansas,Benton County,321566,161478,160088,138390,139673,4153,3494,3342,3100,9208,7522,1616,1528,4769,4771,142985,144263,5426,4792,5790,5578,10614,8920,1856,1764,129907,130130,109448,112161,3690,3007,2161,2145,9016,7364,1471,1380,4121,4073,113423,116084,4806,4147,4181,4152,10256,8586,1659,1555,31571,29958,28942,27512,463,487,1181,955,192,158,145,148,648,698,29562,28179,620,645,1609,1426,358,334,197,209
Arkansas,Boone County,38636,19139,19497,18210,18617,152,98,198,203,105,161,20,11,454,407,18653,19007,255,188,507,491,161,211,31,17,18459,18828,17653,18047,126,85,149,173,101,160,17,11,413,352,18057,18383,220,162,427,425,155,203,24,14,680,669,557,570,26,13,49,30,4,1,3,0,41,55,596,624,35,26,80,66,6,8,7,3
Arkansas,Bradley County,9935,4793,5142,3305,3376,1273,1535,89,88,30,39,3,5,93,99,3392,3466,1318,1584,132,131,43,54,10,9,3908,4379,2555,2750,1249,1500,17,20,16,23,3,5,68,81,2621,2824,1282,1539,43,55,27,35,5,8,885,763,750,626,24,35,72,68,14,16,0,0,25,18,771,642,36,45,89,76,16,19,5,1
Arkansas,Calhoun County,4690,2375,2315,1817,1724,471,492,23,14,5,11,1,0,58,74,1874,1789,500,531,43,37,16,29,3,3,2286,2256,1747,1675,467,488,13,10,5,11,0,0,54,72,1800,1738,495,527,29,31,15,29,2,3,89,59,70,49,4,4,10,4,0,0,1,0,4,2,74,51,5,4,14,6,1,0,1,0
Arkansas,Carroll County,28968,14598,14370,13061,12977,183,131,224,205,436,408,299,252,395,397,13443,13346,280,257,482,453,483,458,316,267,12130,12180,10820,11047,135,92,161,131,414,379,262,209,338,322,11147,11348,212,196,382,330,457,414,273,220,2468,2190,2241,1930,48,39,63,74,22,29,37,43,57,75,2296,1998,68,61,100,123,26,44,43,47
Arkansas,Chicot County,9272,4749,4523,2144,1937,2444,2459,41,21,44,39,2,3,74,64,2215,1995,2484,2491,64,47,57,49,5,7,4404,4247,1892,1735,2386,2409,17,9,38,33,2,2,69,59,1958,1788,2424,2439,37,32,50,43,5,5,345,276,252,202,58,50,24,12,6,6,0,1,5,5,257,207,60,52,27,15,7,6,0,2
Arkansas,Clark County,20920,10033,10887,7313,7896,2313,2528,75,91,80,91,46,52,206,229,7505,8108,2432,2654,138,172,115,134,55,61,9413,10218,6789,7354,2262,2472,54,56,73,87,43,47,192,202,6969,7545,2375,2584,109,126,106,123,52,53,620,669,524,542,51,56,21,35,7,4,3,5,14,27,536,563,57,70,29,46,9,11,3,8
Arkansas,Clay County,14112,6982,7130,6659,6859,84,54,56,47,17,25,0,2,166,143,6817,7000,146,109,131,117,50,44,6,10,6770,6978,6480,6728,82,48,43,40,15,23,0,2,150,137,6623,6864,139,100,108,107,46,42,6,8,212,152,179,131,2,6,13,7,2,2,0,0,16,6,194,136,7,9,23,10,4,2,0,2
Arkansas,Cleburne County,25646,12752,12894,12187,12334,111,87,112,120,49,81,8,5,285,267,12463,12593,195,168,280,281,89,116,15,10,12370,12485,11879,11990,99,74,86,95,41,74,4,5,261,247,12133,12229,176,154,239,241,78,104,9,10,382,409,308,344,12,13,26,25,8,7,4,0,24,20,330,364,19,14,41,40,11,12,6,0
Arkansas,Cleveland County,7367,3659,3708,3122,3178,396,397,21,26,46,33,3,1,71,73,3191,3248,431,435,42,50,61,46,5,4,3546,3614,3027,3107,394,385,17,21,46,31,0,1,62,69,3088,3173,427,423,33,41,59,43,1,4,113,94,95,71,2,12,4,5,0,2,3,0,9,4,103,75,4,12,9,9,2,3,4,0
Arkansas,Columbia County,22024,10672,11352,6673,6700,3630,4251,90,54,105,130,5,8,169,209,6827,6893,3727,4375,149,116,135,165,10,16,10225,11007,6365,6459,3547,4186,59,40,99,124,4,5,151,193,6503,6637,3637,4301,107,92,128,159,7,13,447,345,308,241,83,65,31,14,6,6,1,3,18,16,324,256,90,74,42,24,7,6,3,3
Arkansas,Conway County,21422,10602,10820,8866,9150,1246,1184,133,92,66,112,6,5,285,277,9138,9406,1377,1316,251,220,105,151,17,14,10036,10270,8387,8661,1219,1165,107,78,55,106,5,5,263,255,8640,8897,1342,1287,212,193,92,142,13,12,566,550,479,489,27,19,26,14,11,6,1,0,22,22,498,509,35,29,39,27,13,9,4,2
Arkansas,Craighead County,115852,56346,59506,43604,45317,10140,11735,314,360,822,738,72,72,1394,1284,44927,46527,11000,12500,669,714,1067,970,124,118,52453,55741,40202,42093,9974,11525,176,183,792,721,59,59,1250,1160,41386,43187,10762,12242,469,476,1018,928,104,93,3893,3765,3402,3224,166,210,138,177,30,17,13,13,144,124,3541,3340,238,258,200,238,49,42,20,25
Arkansas,Crawford County,62258,30842,31416,27506,27997,720,595,870,939,516,653,51,42,1179,1190,28637,29141,1098,981,1514,1597,713,858,85,77,27808,28507,24943,25542,628,512,722,790,490,617,23,22,1002,1024,25907,26527,961,855,1247,1332,668,793,44,44,3034,2909,2563,2455,92,83,148,149,26,36,28,20,177,166,2730,2614,137,126,267,265,45,65,41,33
Arkansas,Crittenden County,46633,22060,24573,9412,9602,11990,14218,105,126,162,182,8,28,383,417,9767,9978,12226,14473,214,257,228,265,30,45,21080,23853,8621,9072,11901,14128,63,82,146,179,3,15,346,377,8940,9412,12122,14363,157,195,207,250,19,27,980,720,791,530,89,90,42,44,16,3,5,13,37,40,827,566,104,110,57,62,21,15,11,18
Arkansas,Cross County,16194,7855,8339,5861,6127,1749,1959,39,41,74,71,5,6,127,135,5976,6254,1824,2038,81,88,94,89,12,11,7622,8171,5674,5990,1718,1946,29,33,74,71,5,6,122,125,5786,6107,1790,2022,70,76,91,87,12,9,233,168,187,137,31,13,10,8,0,0,0,0,5,10,190,147,34,16,11,12,3,2,0,2
Arkansas,Dallas County,6076,2983,3093,1674,1691,1178,1265,31,26,16,19,5,8,79,84,1750,1770,1213,1315,63,54,28,31,9,9,2816,2983,1547,1611,1164,1256,21,20,15,19,1,5,68,72,1612,1680,1198,1302,45,41,26,28,3,6,167,110,127,80,14,9,10,6,1,0,4,3,11,12,138,90,15,13,18,13,2,3,6,3
Arkansas,Desha County,10321,4819,5502,2386,2589,2276,2688,22,28,44,71,8,16,83,110,2466,2692,2318,2754,52,63,57,87,12,23,4443,5072,2108,2279,2202,2616,18,24,42,65,1,5,72,83,2179,2357,2239,2671,41,46,54,76,4,7,376,430,278,310,74,72,4,4,2,6,7,11,11,27,287,335,79,83,11,17,3,11,8,16
Arkansas,Drew County,16935,8344,8591,5886,5829,2156,2461,50,64,77,83,7,4,168,150,6038,5967,2255,2554,102,116,105,101,17,9,7812,8215,5440,5521,2122,2433,31,43,73,77,1,2,145,139,5574,5650,2212,2521,71,91,95,91,8,7,532,376,446,308,34,28,19,21,4,6,6,2,23,11,464,317,43,33,31,25,10,10,9,2
Arkansas,Faulkner County,131611,63815,67796,52841,55287,7902,9210,471,512,848,939,60,55,1693,1793,54311,56839,8713,10052,1025,1132,1292,1415,252,250,59682,63987,49357,52094,7618,8937,331,355,808,905,40,42,1528,1654,50682,53527,8360,9732,798,899,1219,1344,218,221,4133,3809,3484,3193,284,273,140,157,40,34,20,13,165,139,3629,3312,353,320,227,233,73,71,34,29
Arkansas,Franklin County,17586,8771,8815,8163,8234,113,77,165,162,131,105,19,19,180,218,8329,8439,174,154,274,296,157,126,24,28,8427,8521,7885,7991,99,71,143,141,125,103,19,17,156,198,8028,8178,155,142,235,261,146,123,22,23,344,294,278,243,14,6,22,21,6,2,0,2,24,20,301,261,19,12,39,35,11,3,2,5
Arkansas,Fulton County,12546,6226,6320,5888,5994,85,68,67,66,23,31,2,1,161,160,6035,6146,142,131,153,145,48,53,11,11,6089,6157,5776,5868,75,57,60,54,22,31,2,1,154,146,5917,6006,131,115,142,125,44,53,11,10,137,163,112,126,10,11,7,12,1,0,0,0,7,14,118,140,11,16,11,20,4,0,0,1
Arkansas,Garland County,99902,48320,51582,41868,44811,4173,4396,438,391,405,576,50,54,1386,1354,43164,46084,4846,5086,1003,912,659,797,107,106,44214,47663,38253,41288,4047,4274,303,298,368,528,38,46,1205,1229,39385,42454,4651,4905,766,760,585,722,80,85,4106,3919,3615,3523,126,122,135,93,37,48,12,8,181,125,3779,3630,195,181,237,152,74,75,27,21
Arkansas,Grant County,18546,9292,9254,8650,8656,350,289,59,44,49,69,6,10,178,186,8819,8831,407,367,157,138,81,96,13,18,8939,9007,8374,8468,323,282,47,32,48,68,1,4,146,153,8511,8612,372,346,127,108,73,90,8,9,353,247,276,188,27,7,12,12,1,1,5,6,32,33,308,219,35,21,30,30,8,6,5,9
Arkansas,Greene County,46928,23161,23767,21682,22362,631,606,158,149,130,123,156,143,404,384,22061,22728,814,789,339,316,192,171,172,162,22216,22872,20862,21573,596,594,116,109,115,103,154,137,373,356,21214,21913,769,764,282,264,169,145,167,153,945,895,820,789,35,12,42,40,15,20,2,6,31,28,847,815,45,25,57,52,23,26,5,9
Arkansas,Hempstead County,19105,9382,9723,6282,6180,2663,3062,93,97,37,70,25,27,282,287,6536,6447,2820,3215,193,215,85,110,45,45,7783,8287,4855,4935,2597,2975,53,60,36,62,7,11,235,244,5072,5164,2738,3106,130,158,69,96,18,24,1599,1436,1427,1245,66,87,40,37,1,8,18,16,47,43,1464,1283,82,109,63,57,16,14,27,21
Arkansas,Hot Spring County,33313,17645,15668,14819,13456,2195,1564,119,112,73,110,17,12,422,414,15213,13842,2379,1753,316,312,150,168,39,34,16808,15037,14083,12953,2165,1513,100,96,70,102,12,8,378,365,14436,13296,2331,1685,275,266,136,151,32,27,837,631,736,503,30,51,19,16,3,8,5,4,44,49,777,546,48,68,41,46,14,17,7,7
